gender,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,contract,paperlessbilling,paymentmethod,monthlycharges,churn,servicephone,streaming
female,1,no,no,19,fiber optic,yes,yes,no,yes,month-to-month,yes,mailed check,105.0,no,yes,yes
male,0,no,no,59,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,yes,yes,no
female,0,yes,no,71,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.25,no,yes,no
female,1,no,no,16,fiber optic,no,no,no,yes,month-to-month,yes,electronic check,94.45,yes,yes,yes
male,0,yes,no,57,dsl,yes,yes,no,yes,two year,yes,electronic check,59.75,no,yes,no
male,0,no,no,1,dsl,no,no,no,no,month-to-month,no,bank transfer (automatic),24.8,yes,no,no
male,1,yes,no,20,fiber optic,no,yes,no,yes,month-to-month,no,electronic check,107.05,no,yes,yes
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,no,mailed check,70.6,yes,yes,no
male,0,yes,no,5,fiber optic,no,yes,no,yes,month-to-month,yes,electronic check,85.4,yes,yes,no
female,0,yes,no,52,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,105.05,yes,yes,yes
male,1,yes,no,21,dsl,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),64.95,no,yes,no
male,0,no,no,14,dsl,no,no,yes,yes,month-to-month,yes,electronic check,55.0,no,no,yes
female,0,no,no,5,dsl,no,yes,no,no,month-to-month,no,bank transfer (automatic),50.55,no,yes,no
female,0,no,no,6,dsl,yes,yes,no,no,month-to-month,no,mailed check,55.15,no,yes,no
female,0,no,no,10,dsl,no,yes,no,no,month-to-month,no,electronic check,51.2,no,yes,no
female,0,no,yes,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.4,no,yes,no
female,0,no,no,68,dsl,yes,no,no,no,month-to-month,no,mailed check,54.45,no,yes,no
male,0,yes,yes,18,fiber optic,no,no,yes,no,month-to-month,no,mailed check,95.15,yes,yes,yes
female,0,no,no,22,fiber optic,no,no,no,no,one year,yes,credit card (automatic),76.0,no,yes,no
female,0,no,no,20,dsl,no,no,no,no,month-to-month,yes,electronic check,44.35,no,yes,no
male,0,yes,no,1,fiber optic,no,no,no,no,month-to-month,no,electronic check,70.0,yes,yes,no
male,1,no,no,8,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,74.5,yes,yes,no
male,0,no,no,10,dsl,no,no,no,no,month-to-month,yes,credit card (automatic),44.85,yes,yes,no
male,1,no,no,24,fiber optic,no,no,no,no,month-to-month,yes,electronic check,76.1,yes,yes,no
male,0,no,no,35,dsl,yes,yes,yes,no,one year,no,mailed check,61.2,no,yes,no
male,0,yes,yes,23,fiber optic,no,yes,yes,yes,one year,no,mailed check,86.8,no,yes,no
female,1,no,no,6,fiber optic,no,no,no,no,month-to-month,yes,electronic check,89.35,no,yes,yes
female,0,no,no,12,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,no,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,no,yes,no
female,0,yes,yes,71,fiber optic,no,no,yes,no,two year,no,electronic check,76.05,no,yes,no
male,1,yes,no,35,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,100.8,no,yes,yes
male,0,yes,yes,40,dsl,no,no,yes,no,month-to-month,yes,electronic check,74.55,no,yes,yes
female,0,no,yes,1,fiber optic,yes,no,no,no,month-to-month,yes,mailed check,73.6,yes,yes,no
male,0,no,no,23,dsl,no,no,no,no,one year,yes,bank transfer (automatic),64.9,no,yes,yes
female,1,no,no,4,fiber optic,no,no,no,no,month-to-month,yes,electronic check,95.45,yes,yes,yes
male,0,no,no,4,fiber optic,no,no,yes,yes,month-to-month,yes,electronic check,90.4,no,yes,no
female,0,yes,yes,68,dsl,no,yes,yes,yes,two year,no,credit card (automatic),60.3,no,no,yes
male,0,no,yes,38,fiber optic,no,yes,no,no,month-to-month,yes,mailed check,81.85,no,yes,no
male,0,yes,yes,52,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.8,no,yes,no
male,1,yes,no,32,fiber optic,no,no,no,no,month-to-month,yes,electronic check,74.9,yes,yes,no
male,0,yes,yes,29,dsl,no,no,yes,yes,two year,no,mailed check,75.55,no,yes,yes
male,1,yes,yes,38,fiber optic,no,yes,no,no,month-to-month,no,electronic check,101.15,no,yes,yes
male,0,no,yes,48,dsl,yes,no,yes,no,one year,yes,credit card (automatic),78.75,no,yes,yes
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),19.25,no,yes,no
female,0,no,no,22,fiber optic,yes,no,no,yes,month-to-month,yes,electronic check,89.05,no,yes,no
female,0,no,no,43,fiber optic,yes,yes,yes,yes,two year,no,credit card (automatic),115.05,no,yes,yes
female,1,yes,no,5,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.35,no,yes,no
male,0,no,no,5,fiber optic,no,no,no,no,month-to-month,yes,electronic check,80.6,yes,yes,yes
male,0,yes,yes,51,fiber optic,yes,yes,no,yes,one year,no,credit card (automatic),110.05,no,yes,yes
male,0,no,no,71,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.9,no,yes,no
female,0,yes,yes,38,dsl,yes,yes,no,yes,one year,no,credit card (automatic),80.3,yes,yes,yes
male,1,yes,no,24,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,93.15,yes,yes,yes
male,0,yes,no,35,fiber optic,no,no,no,yes,month-to-month,yes,credit card (automatic),91.5,no,yes,yes
female,1,no,no,54,dsl,yes,yes,no,yes,one year,no,bank transfer (automatic),82.45,yes,yes,yes
female,0,yes,yes,72,dsl,no,yes,yes,yes,two year,yes,electronic check,60.0,no,no,yes
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,electronic check,44.8,no,yes,no
female,0,yes,yes,9,dsl,yes,no,no,no,one year,no,mailed check,48.6,no,yes,no
male,0,no,no,69,dsl,yes,yes,no,yes,two year,yes,bank transfer (automatic),60.05,no,no,yes
female,0,yes,no,52,fiber optic,no,yes,no,yes,month-to-month,yes,credit card (automatic),102.7,no,yes,yes
female,1,yes,no,11,fiber optic,no,no,no,yes,month-to-month,yes,electronic check,82.9,no,yes,yes
female,1,no,no,2,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.35,yes,yes,no
female,1,yes,yes,28,dsl,no,no,no,no,month-to-month,yes,electronic check,35.9,no,no,yes
female,1,no,no,17,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),82.65,no,yes,no
female,0,yes,yes,35,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.85,no,yes,no
female,0,no,no,8,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.2,no,yes,no
male,0,no,no,46,fiber optic,no,yes,yes,no,one year,yes,credit card (automatic),94.9,no,yes,yes
female,0,no,no,7,fiber optic,no,no,no,no,month-to-month,yes,electronic check,73.85,yes,yes,no
female,0,no,no,2,fiber optic,no,no,yes,no,month-to-month,no,mailed check,80.6,yes,yes,no
male,0,yes,yes,68,dsl,no,yes,yes,yes,one year,yes,bank transfer (automatic),75.8,yes,yes,no
female,0,no,no,43,fiber optic,no,yes,yes,no,two year,yes,electronic check,104.6,yes,yes,yes
female,0,no,no,68,dsl,yes,yes,yes,yes,two year,yes,electronic check,88.15,no,yes,yes
female,0,no,no,36,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),94.8,no,yes,yes
male,0,yes,no,63,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,103.4,yes,yes,yes
female,1,no,no,32,dsl,no,yes,no,yes,month-to-month,no,bank transfer (automatic),54.65,no,yes,no
female,0,yes,no,71,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),85.75,no,yes,yes
female,0,yes,yes,66,dsl,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),67.45,no,yes,no
male,0,no,no,63,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.5,no,yes,no
female,0,no,yes,41,no,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.25,no,yes,no
female,1,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,72.1,no,yes,no
female,0,no,no,2,fiber optic,no,no,no,no,month-to-month,yes,electronic check,90.4,yes,yes,yes
female,0,yes,no,70,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.45,no,yes,no
female,0,no,no,23,dsl,no,no,no,no,month-to-month,yes,electronic check,44.95,no,no,yes
female,1,yes,no,64,fiber optic,yes,yes,yes,no,one year,no,bank transfer (automatic),97.0,no,yes,no
male,0,yes,yes,37,dsl,yes,no,yes,yes,two year,yes,credit card (automatic),62.8,no,yes,no
male,0,no,yes,17,dsl,no,no,no,no,one year,no,mailed check,44.6,no,yes,no
female,1,no,no,7,fiber optic,no,no,no,no,month-to-month,yes,electronic check,89.15,no,yes,yes
male,0,yes,yes,4,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),84.8,yes,yes,no
female,1,no,no,21,dsl,yes,no,no,no,month-to-month,yes,electronic check,41.9,yes,no,yes
female,0,no,no,10,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.25,yes,yes,no
female,1,no,no,16,dsl,yes,no,no,no,month-to-month,yes,electronic check,54.1,no,yes,no
male,0,yes,no,64,fiber optic,no,yes,no,yes,two year,yes,electronic check,105.25,no,yes,yes
male,1,yes,no,27,dsl,yes,no,no,no,month-to-month,no,credit card (automatic),30.75,yes,no,no
male,0,yes,yes,42,fiber optic,yes,no,no,no,one year,no,electronic check,97.1,no,yes,yes
male,0,no,yes,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,no,yes,no
female,0,no,no,41,fiber optic,no,yes,no,yes,two year,yes,bank transfer (automatic),98.8,no,yes,yes
male,0,yes,no,58,dsl,no,no,yes,no,one year,no,credit card (automatic),50.3,no,yes,no
female,0,no,no,47,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.55,no,yes,no
male,0,no,no,18,fiber optic,no,no,no,yes,month-to-month,yes,bank transfer (automatic),75.9,no,yes,no
male,0,no,no,5,fiber optic,no,no,yes,no,month-to-month,no,bank transfer (automatic),96.5,yes,yes,yes
male,0,yes,no,23,dsl,yes,no,no,no,month-to-month,yes,bank transfer (automatic),59.95,no,yes,no
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.15,no,yes,no
male,0,yes,no,71,fiber optic,no,no,yes,no,one year,yes,credit card (automatic),98.65,no,yes,yes
male,0,yes,yes,72,fiber optic,yes,yes,yes,yes,two year,yes,credit card (automatic),112.6,no,yes,yes
male,0,yes,yes,33,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,no,yes,no
male,0,no,no,2,fiber optic,no,no,no,no,month-to-month,yes,electronic check,85.65,yes,yes,yes
male,0,no,yes,24,dsl,yes,no,no,yes,two year,no,mailed check,35.75,no,no,no
female,0,yes,yes,56,fiber optic,no,yes,yes,yes,one year,yes,credit card (automatic),99.75,no,yes,no
male,0,no,no,37,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),96.1,no,yes,yes
female,0,no,no,43,dsl,no,yes,yes,yes,one year,no,credit card (automatic),85.1,no,yes,yes
male,0,no,no,1,dsl,no,no,no,no,month-to-month,no,mailed check,25.35,no,no,no
female,0,yes,no,25,fiber optic,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),104.95,yes,yes,yes
female,0,no,no,61,dsl,yes,yes,yes,yes,two year,no,electronic check,89.65,no,yes,yes
male,0,no,no,17,fiber optic,no,no,yes,yes,one year,no,electronic check,86.75,no,yes,no
female,0,yes,no,41,fiber optic,no,yes,yes,yes,one year,yes,bank transfer (automatic),86.2,no,yes,no
male,0,no,no,1,dsl,no,yes,no,no,month-to-month,no,mailed check,50.65,yes,yes,no
male,1,yes,yes,72,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),64.8,no,no,yes
male,0,no,no,1,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),90.85,yes,yes,no
male,0,no,no,48,fiber optic,no,yes,yes,no,two year,yes,bank transfer (automatic),108.1,no,yes,yes
male,1,yes,no,11,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,yes,yes,no
female,1,yes,no,55,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,85.45,yes,yes,no
female,0,no,no,42,dsl,yes,yes,yes,yes,one year,yes,electronic check,54.75,no,no,no
male,0,no,no,44,fiber optic,no,no,yes,no,month-to-month,yes,mailed check,90.4,no,yes,no
male,0,no,yes,1,dsl,no,no,no,no,month-to-month,no,electronic check,44.0,no,yes,no
female,0,no,no,27,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),95.6,no,yes,yes
male,1,yes,no,27,dsl,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),84.8,no,yes,yes
female,1,no,no,2,dsl,no,no,no,no,month-to-month,yes,electronic check,44.3,no,yes,no
female,0,no,no,19,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,no,yes,no
female,1,yes,no,42,fiber optic,no,no,no,no,month-to-month,yes,electronic check,95.05,no,yes,yes
female,0,no,no,66,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),90.05,no,yes,yes
male,1,yes,no,33,fiber optic,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),109.9,no,yes,yes
female,0,no,no,34,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),73.95,yes,yes,no
male,1,no,no,33,dsl,no,no,yes,yes,month-to-month,yes,electronic check,54.6,no,no,yes
female,0,yes,yes,23,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,no,yes,no
female,0,no,no,32,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.75,no,yes,no
female,0,no,no,11,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.05,no,yes,no
male,0,yes,yes,69,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),99.45,yes,yes,yes
female,0,yes,no,68,dsl,yes,no,no,yes,one year,no,bank transfer (automatic),55.9,no,yes,no
male,0,no,no,20,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.7,no,yes,no
male,0,no,no,72,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,no,yes,no
male,0,yes,yes,60,fiber optic,yes,no,yes,no,one year,yes,bank transfer (automatic),95.4,no,yes,yes
male,1,yes,yes,32,fiber optic,no,yes,no,no,month-to-month,yes,mailed check,93.95,no,yes,yes
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,yes,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.6,yes,yes,no
male,1,no,no,3,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,81.35,yes,yes,no
female,0,yes,no,46,no,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),24.45,no,yes,no
female,0,yes,no,29,fiber optic,no,no,no,no,month-to-month,yes,electronic check,74.95,no,yes,no
male,0,no,no,51,fiber optic,no,yes,yes,yes,month-to-month,yes,electronic check,87.35,no,yes,no
female,1,yes,no,48,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.65,no,yes,no
female,0,yes,yes,16,fiber optic,no,yes,no,no,month-to-month,no,bank transfer (automatic),73.25,no,yes,no
male,0,yes,no,70,fiber optic,no,yes,yes,yes,two year,yes,bank transfer (automatic),98.7,no,yes,no
female,0,yes,yes,40,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.8,no,yes,no
female,0,yes,yes,22,fiber optic,no,yes,no,no,month-to-month,no,electronic check,83.3,yes,yes,no
female,1,no,no,1,fiber optic,no,no,yes,no,month-to-month,yes,bank transfer (automatic),75.3,yes,yes,no
female,0,yes,yes,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,24.3,no,yes,no
female,0,no,no,7,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.85,no,yes,no
male,0,no,yes,29,fiber optic,no,yes,yes,yes,one year,no,credit card (automatic),100.55,no,yes,no
male,0,yes,yes,44,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,25.7,no,yes,no
female,0,no,no,10,dsl,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),40.7,no,no,no
female,1,yes,no,55,dsl,no,no,no,no,month-to-month,no,bank transfer (automatic),51.65,no,yes,no
male,1,yes,no,52,fiber optic,no,yes,yes,no,one year,yes,bank transfer (automatic),105.1,no,yes,yes
female,0,yes,yes,10,fiber optic,no,no,no,no,month-to-month,no,electronic check,85.95,no,yes,no
male,0,no,no,18,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.6,no,yes,no
female,0,yes,no,68,dsl,yes,no,no,yes,one year,no,bank transfer (automatic),58.25,no,yes,no
female,0,yes,yes,61,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.4,yes,yes,no
female,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),65.2,no,no,yes
male,0,no,no,2,dsl,yes,no,yes,no,month-to-month,no,electronic check,53.45,no,yes,no
male,0,no,no,12,dsl,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.4,yes,yes,no
male,0,yes,no,41,no,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,19.75,no,yes,no
